Model,Configuration,lumber,plywood: 2654,MDF,Veneer,nails,,staple,glue,fabric,thread,foam,foam glue: 2501,fiber padding (100g): 2509,fiber padding (200g): 2697,fiber ball: 2584,duck down,goose down,legs,base,Webbing:4874,packing,carpenter,seamstress,foam labor,Upholster labor,Packing labor,Labor Total,Manufacture total,Overhead,50% profit ,30% profit,Retail
AC-2081,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2081,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2081,Right One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2081,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2081,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Left One-Arm Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Right One-Arm Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2082,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Armless Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Left Armless Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Left One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Right Armless Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Right One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2086,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2091,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2091,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2091,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2091,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Armless Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Large Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Left Armless Loveseat with Tray,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Left One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Left One-Arm Loveseat with Tray,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Left One-Arm Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Right Armless Loveseat with Tray,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Right One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Right One-Arm Loveseat with Tray,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Right One-Arm Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2097,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Large Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Left One-Arm Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Left One-Arm Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Right One-Arm Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Right One-Arm Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2099,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2105,Armless Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2105,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2105,Armless Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2105,Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2105,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2105,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2105,Round Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Large Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Left Armless Loveseat with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Left One-Arm Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Right Armless Loveseat with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Right One-Arm Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2106,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Left Armless Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Left Corner with Armless Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Right Armless Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Right Corner with Armless Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2110,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2114,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2114,Large Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2114,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2114,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2114,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2123,Armless Loveseat,2000,qty:1.5,,,40,,,,qty:6,,3000,qty:3,qty:6,qty:2,,400,,100,,qty:2,150,500,500,300,500,40,"1,840","7,530","2,259","19,578","14,684",
AC-2123,Corner,1300,qty:1,,,30,,,,qty:3,,2500,qty:2.4,qty:3,qty:1,,400,,100,,qty:1.5,150,500,500,300,500,40,"1,840","6,320","1,896","16,432","12,324",
AC-2123,Left Armless Chair with Bumper,1700,qty:1,,,35,,,,qty:4,,2500,qty:2.4,qty:4,qty:2,,200,,100,,qty:1.75,150,500,500,300,500,40,"1,840","6,525","1,958","16,965","12,724",
AC-2123,Left Corner with Armless Bumper,3000,qty:2,,,50,,,,qty:9,,4250,qty:4.8,qty:9,qty:3,,600,,100,,qty:2.25,150,500,500,300,500,40,"1,840","9,990","2,997","25,974","19,481",
AC-2123,Left One-Arm Chaise,2300,qty:1.25,,,40,,,,qty:6,,3250,qty:3,qty:6,qty:2,,400,,100,,qty:2,150,500,500,300,500,40,"1,840","8,080","2,424","21,008","15,756",
AC-2123,Left One-Arm Loveseat,2300,qty:1.5,,,45,,,,qty:7,,3500,qty:3.6,qty:7,qty:2,,600,,100,,qty:2,150,500,500,300,500,40,"1,840","8,535","2,561","22,191","16,643",
AC-2123,Left One-Arm Sofa,3300,qty:2.5,,,55,,,,qty:10,,4500,qty:4.8,qty:10,qty:3,,800,,100,,qty:2.5,150,500,500,300,500,40,"1,840","10,745","3,224","27,937","20,953",
AC-2123,Loveseat,2600,qty:2,,,50,,,,qty:8,,4000,qty:42,qty:8,qty:2,,800,,100,,qty:2.25,150,500,500,300,500,40,"1,840","9,540","2,862","24,804","18,603",
AC-2123,Ottoman,700,qty:1,,,20,,,,qty:1,,1500,qty:1.2,qty:1,qty:1,,0,,100,,qty:1,150,500,500,300,500,40,"1,840","4,310","1,293","11,206","8,405",
AC-2123,Right Armless Chair with Bumper,1700,qty:1,,,35,,,,qty:4,,2500,qty:2.4,qty:4,qty:2,,200,,100,,qty:1.75,150,500,500,300,500,40,"1,840","6,525","1,958","16,965","12,724",
AC-2123,Right Corner with Armless Bumper,3000,qty:2,,,50,,,,qty:9,,4250,qty:4.8,qty:9,qty:3,,600,,100,,qty:2.25,150,500,500,300,500,40,"1,840","9,990","2,997","25,974","19,481",
AC-2123,Right One-Arm Chaise,2300,qty:1.25,,,40,,,,qty:6,,3250,qty:3,qty:6,qty:2,,400,,100,,qty:2,150,500,500,300,500,40,"1,840","8,080","2,424","21,008","15,756",
AC-2123,Right One-Arm Loveseat,2300,qty:1.5,,,45,,,,qty:7,,3500,qty:3.6,qty:7,qty:2,,600,,100,,qty:2,150,500,500,300,500,40,"1,840","8,535","2,561","22,191","16,643",
AC-2123,Right One-Arm Sofa,3300,qty:2.5,,,55,,,,qty:10,,4500,qty:4.8,qty:10,qty:3,,800,,100,,qty:2.5,150,500,500,300,500,40,"1,840","10,745","3,224","27,937","20,953",
AC-2123,Sofa,3600,qty:3,,,60,,,,qty:12,,5000,qty:6,qty:12,qty:3,,1000,,100,,qty:2.5,150,500,500,300,500,40,"1,840","11,750","3,525","30,550","22,913",
AC-2127,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2127,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2127,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2127,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2127,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2127,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2127,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2127,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2127,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Left Armless Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Left One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Right Armless Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Right One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Round Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2129,Wedge Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2130,Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Armless Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Left Armless Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Left One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Left One-Arm Loveseat with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Right Armless Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Right One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Right One-Arm Loveseat with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2132,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Armless Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Left Armless Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Left One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Right Armless Chair with Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Right One-Arm Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2133,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2137,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Large Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2138,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Armless Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Left Corner with Armless Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Left One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Left One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Right Corner with Armless Bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Right One-Arm Chaise,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Right One-Arm Loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AC-2142,Sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AS-22,Sofa  Sleeper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AS-26,Sofa Bed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AS-27,Sofa  Sleeper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AS-29,Sofa  Sleeper,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
AS-30,Sofa Sleeper,1,,,,,,,,qty:15,12,1500,qty:0.2,qty:12,,,,,,5000,,100,,300,300,500,40,"1,140","7,753","2,326","20,158","15,118",
B-,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-,King Size [Ultra Suede],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-,Queen Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-,Queen Size [Ultra Suede],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1073,King Size with Storage [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1073,Queen Size with Storage [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1073,SIngle  Size with Storage [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1074,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1074,Queen Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1074,Single Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1075,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1076,King Size  [Leather],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1076,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1076,Queen Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1077,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1078,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1079,King Size  [Leather],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1079,Queen Size   [Leather],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1081,King Size  [Leather],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1081,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1081,King Size with Storage [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1081,Queen Size   [Leather],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1081,Queen Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1081,Queen Size with Storage [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1081,Single Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1082,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-1082,Queen Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-12,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-14,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-14,Queen Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-14,Single Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-16,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-16,Queen Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-16,Single Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-21,King Size [Ultra Suede],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-21,Queen Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-21,Queen Size [Ultra Suede],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-21,Single  Size [Ultra Suede],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-23,King Size  [Leather],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-23,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-23,Queen Size   [Leather],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-23,Single Size [Leather],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
B-24,King Size [Fabric],,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
